"Datetime","Link","Price","Description","Brand","Condition","Title","Size","Amt Sold","Activity","Recent Review1","Time Listed","Sold and Reviews","Discount","In Bags","Like","Free Shipping","Color","Material","Style"
"2023-11-17T17:59:17.965313Z","https:\/\/www.depop.com\/products\/consciousbrat-off-white-long-sleeve\/","$45.00","off white long sleeve \ud83c\udf80

Available in sizes XS-M

Since our items are handmade please allow 2-3 weeks for processing and additional shipping times to get to you. Our items are made with love and it\u2019s recommended to hand wash and air dry.

International shipping is on at $18USD, if listing is active you can checkout automatically.

Please check the last slide for sizing chart; if you have any doubts regarding fit don\u2019t hesitate on contacting.

xo consciousbrat

#boatneckline #lacetop #coquette #longsleeves fairycore ditsy

show more","NULL","Brand new","Women's White and Cream Blouse","Multiple sizes","2243 sold","Active today","Love this top so much!!! It fits perfectly and it\u2019s so cute \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f","LISTED 17 DAYS AGO","578 Shop Reviews. Rated 3.8 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","White","Coquette,","Whimsygoth,"
"2023-12-04T14:11:49.568771Z","https:\/\/www.depop.com\/products\/shopelevate-vintage-90s-red-milkmaid-top\/","$50.00","Vintage 90\u2019s Red Milkmaid Top
super cute 3 hearts by trixxi red mesh milkmaid style top with a pink trim & bow
in great condition, has a small hole on the inside of the lining, doesn\u2019t impact wear at all (pictured)
tagged a small, fits xs better in my opinion, but please refer to measurements for best fit
laying flat:
13.5\u201d pit to pit
19.5\u201d shoulder to hem
let me know if you have any questions!!

all measurements are approximate
unless stated otherwise, items come washed & ready to be worn :)
same or next day shipping
pm me for free domestic shipping on bundles!

please read shop policies prior to purchasing :)

(135B)


#90s #milkmaid #coquette #trixxi

show more","Trixxi","Used - Good","Trixxi Women's Red and Pink Blouse","Size Other","2016 sold","Active today","Great seller! Tysm \ud83e\udef6\ud83c\udffc","LISTED 4 HOURS AGO","724 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10 people's bags","99+","NULL","Red","Coquette,","Fairy,"
"2023-12-02T17:33:55.633478Z","https:\/\/www.depop.com\/products\/flowergirlfits-vintage-sweater-bundle-do-not\/","$18.00","SWEATER BUNDLES ON TEMPORARY PAUSE (until I catch up \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d)
\ud83c\udf42VINTAGE SWEATER BUNDLE\ud83c\udf41
DO NOT BUY THIS POST, READ INSTRUCTIONS

Looking for some vintage good quality sweaters, but don\u2019t know where to start? Let me do the work for you and get you some gorgeous sweaters you\u2019ll love :)

How to order:
Step 1: Send me a quick message letting me know you\u2019re interested. All you have to tell me is your name, 3 of your favorite colors, and what size you\u2019d like (pictured on the 3rd slide). You can also tell me the type of sweaters you\u2019d like if you want a fully curated bundle, Pinterest boards are always appreciated.

Step 2: I will make you a customized post just for you to purchase. After you buy I\u2019ll get to work asap. It will take at most 1-2 weeks to get everything packaged and ready to ship out, but I\u2019ll keep you updated along the process.

Please let me know if you have any other questions, I\u2019d be happy to answer them!

show more","NULL","Used - Excellent","Women's Jumper","Size Other","128 sold","Active today","kind seller, amazing jacket. it\u2019s nice and comfy, literally got like 3 compliments first time i wore it out :) shipping was nice and quick too","LISTED 2 DAYS AGO","58 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","NULL","NULL","NULL"
"2023-11-13T02:38:46.654631Z","https:\/\/www.depop.com\/products\/celeneshop-y2k-cherry-print-polka-dot\/","$100.00","Y2K cherry print polka dot lacy eyelet cami tank

Adorable early 2000s camisole tank top with the cuuutezt details. Yellow with black polka dots and cherries
Eyelet trim, and heart shaped picot trim
Size medium
Brand is cereal by twenty one

show more","NULL","NULL","Women's Yellow and Black Vest","Size M","2484 sold","Active today","Fast shipping love the top!","LISTED 21 DAYS AGO","944 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 9 people's bags","99+","NULL","Yellow","Fairy,","Y2K,"
"2023-12-02T22:53:28.465401Z","https:\/\/www.depop.com\/products\/raeow-baby-pink-knit-off-the\/","$36.00","baby pink knit off the shoulder long sleeve sweater top \ud83c\udf80

\ufe35\u203f\ufe35\u203f\u0b68\u2661\u0b67\u203f\ufe35\u203f\ufe35

\u2661 Size: XS-M

\ud83d\udc07 This top features a thick and soft baby pink material with a tie front detail, and an off the shoulder neckline. It is perfect for the colder winter weather!

\ufe35\u203f\ufe35\u203f\u0b68\u2661\u0b67\u203f\ufe35\u203f\ufe35

If you have any questions feel free to dm me! Thank you for visiting! \ud83d\udc07\ud83d\udc3e

#depopamplified #coquette #kawaii #babydoll #fairy

~ tags:
coquette fairycore dainty doll y2k 2000s babydoll girly softcore nymphette halloween kawaii lolita dolly girly nymph fairy dollcore cottagecore alt scene bimbo emo cybercore goth gothic grunge angelcore angelic

show more","NULL","Brand new","Women's Pink Jumper","Multiple sizes","2464 sold","Active today","items as promised!","LISTED 1 DAY AGO","666 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Pink","Coquette,","Fairy,"
"2023-12-04T14:51:37.706272Z","https:\/\/www.depop.com\/products\/dewypetals-vintage-90s-hysteric-glamour-work\/","$175.00","vintage 90s hysteric glamour work shirt
size xs s seen on s
made in japan

hickory striped cotton zip top with logo patches

excellent preworn
pit to pit 18
shoulders 15
length 21



jeans

show more","Hysteric Glamour","Used - Excellent","Hysteric Glamour Women's Shirt","Size S","2498 sold","Active today","Amazing! Very reliable and shoes looked even better than the picture in person <3","LISTED 3 HOURS AGO","1080 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 6 people's bags","99+","NULL","NULL","NULL","NULL"
"2023-12-02T01:40:58.859811Z","https:\/\/www.depop.com\/products\/cinamonfrostedflakes-brandy-melville-pj-set-bnwt-c2d0\/","$46.00","brandy melville pj set
bnwt
message me to bundle items for combined shipping + a small discount
every order comes with free brandy melville stickers and pins","Brandy Melville","Brand new","Brandy Melville Women's Vest","One size","1261 sold","Active today","My absolute FAV place to shop for Brandy. Always ships fast & includes stickers and pins w\/ every order. Pls shop here :))))","LISTED 2 DAYS AGO","567 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","NULL","NULL","NULL"
"2023-11-16T18:54:40.077901Z","https:\/\/www.depop.com\/products\/wellcurated-2000s-100-silk-embroidered-corset\/","$50.00","2000s 100% silk embroidered corset by Cache. Embroidered floral detail. Ruffle sweetheart neckline. Boned. Zip and hook and eye closure. Like new - no rips, defects, or stains.

#corset #2000scorset #fairy #cache","Cache","Like new","Cache Women's Green and Pink Corset","Size 2","179 sold","Active today","everything was packaged so nice! seller was kind and shipped quickly <3 very happy with my items","LISTED 17 DAYS AGO","62 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 1 person's bag","99+","NULL","Green","Silk","Cottage,"
"2023-11-15T19:49:32.73603Z","https:\/\/www.depop.com\/products\/pri__vega-deadstock-charlotte-russe-tube-top\/","$25.00","Deadstock Charlotte Russe Tube top

100% white cotton tube top with beautiful floral embroidery and embellishment silver and beaded detailings, perfect for the y2k look

New with tags

Size S, fits XXS-S

\ud83d\udea8open to negotiate\ud83d\udea8

#deadstock #y2k #mcbling #itgirl #2000s

show more","Charlotte Russe","Brand new","Charlotte Russe Women's White and Silver Vest","Size S","147 sold","Active today","fast shipping and great communication. the pants are great!","LISTED 18 DAYS AGO","60 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","White","Cotton","Glam,"
"2023-11-12T07:36:54.861791Z","https:\/\/www.depop.com\/products\/pradasplitsole-tankair-tiger-lily-sweater-size\/","$200.00","tankair tiger lily sweater size small! worn once for the first photo then never again \ud83e\udd13

super cutie pie + sweet! \ud83c\udf3a

#tankair","NULL","Like new","Women's Jumper","Size S","333 sold","Active today","Great seller! She let me know when the item was shipped and it came promptly. It\u2019s adorable and in good condition as described. So excited to wear it!","LISTED 22 DAYS AGO","218 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","In 6 people's bags","99+","NULL","NULL","NULL","NULL"
"2023-11-18T21:26:12.254267Z","https:\/\/www.depop.com\/products\/bl0ndita-damsel-tee-multiple-sizes-available\/","$45.00","Damsel tee. Multiple sizes available
Handmade in LA.","!M?ERFECT","Brand new","!M?ERFECT Women's T-shirt","Multiple sizes","649 sold","Active today","great seller! love it sm","LISTED 15 DAYS AGO","182 Shop Reviews. Rated 4.7 out of 5 stars.","NULL","In 7 people's bags","99+","NULL","NULL","NULL","NULL"
"2023-12-04T00:12:56.998009Z","https:\/\/www.depop.com\/products\/enchantixoxo-coquette-off-shoulder-top-read-ece1\/","$100.00","\ud83c\udf80\ud83e\ude70Coquette Off Shoulder Top\ud83e\ude70\ud83c\udf80 \u203c\ufe0fREAD\u203c\ufe0f
Please do not Dm me unless your ready to buy I will no longer be responding

This MADE TO ORDER off-shoulder top is a beautiful addition to any wardrobe. This super soft top is hand-crocheted with 100% soft acrylic yarn, ensuring both comfort and quality. The shoulder part features a delicate hand-knitted bow, adding a touch of elegance to the design.

\u203c\ufe0fIf you need this top by a certain date you need to order 3 weeks ahead of time wait time is 2-3 weeks choose any of the yarn colors and I\u2019ll start on the top as soon as you purchase

Crafted with care and attention to detail, this off-shoulder top is the perfect choice for those who appreciate unique and handmade clothing. The softness of the yarn ensures maximum comfort while wearing this piece.

The bow detail on the shoulder adds an extra touch of femininity that will make you feel confident every time you wear it.

#offshouldertop #coquette #handmade #crochet

show more","NULL","Brand new","Women's Blouse","Multiple sizes","131 sold","Active today","The dress was gorgeous looked like the picture and extremely well made. I got so many compliments she was super sweet, seller responded to all my messages in a timely matter and shipped fast 10\/10!!!!","LISTED 18 HOURS AGO","34 Shop Reviews. Rated 4.45 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","NULL","Crochet","Coquette,"
"2023-11-20T12:19:03.287484Z","https:\/\/www.depop.com\/products\/ahjanaeleone-the-k-label-corset-zip\/","$150.00","DEADSTOCK THE K LABEL corset zip up jacket. no stains\/rips thick waist hugging material","The K Label","Used - Excellent","The K Label Women's Grey Sweatshirt","Size XS","Active this week","NULL","NULL","LISTED 14 DAYS AGO","3 Shop Reviews. Rated 4.666666666666667 out of 5 stars.","NULL","In 10 people's bags","99+","NULL","Grey","NULL","NULL"
"2023-11-15T02:51:37.373454Z","https:\/\/www.depop.com\/products\/retro_revival_07-recent-shirt-i-customized-for\/","$40.00","Recent shirt I customized for someone!
- if you are interested in a custom shirt message me!
- I can definitely try to create whatever your mind desires :)
- prices will vary and remember everything is handmade so it will look different every time!","NULL","Like new","Women's Multi T-shirt","One size","55 sold","Active today","Absolutely love this Coraline top, my daughter will love it! Fantastic work! Thank you so much!","LISTED 19 DAYS AGO","31 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","Multi","Custom,","Handmade"
"2023-11-27T03:45:31.972431Z","https:\/\/www.depop.com\/products\/sia17-shirt-for-trading-only-forever\/","$5.00","shirt for trading only (very picky with this shirt in particular)
forever 21 limited edition hello kitty sanrio button up shirt
size small

DM me if you have questions
pls do not buy this post you will not be refunded
#y2k #hellokitty #trade #2000 #mcbling

show more","NULL","NULL","Women's T-shirt","Size S","49 sold","Active today","so so soooo cute!!","LISTED 7 DAYS AGO","27 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","NULL","Emo,","Y2K"
"2023-12-04T16:10:49.148388Z","https:\/\/www.depop.com\/products\/gumn-french-style-v-neck-ruffles-sexy\/","$40.00","French Style V-neck Ruffles Sexy Knitted Long Sleeved Top

Soft material
One Size as pictures (fit XS,S)
Bust 60cm stretch to 84cm, length 63cm

#shirt women girl sexy e319

show more","NULL","Brand new","Women's Cream Jumper","One size","9377 sold","Active today","this is literally the worst experience i've ever had on depop. this is not a U.S. seller. ""international shipping"" in their bio means they only ship internationally from china. sizing description was incorrect and the skirts did not fit me. its been over a week trying to get them to agree to a return and issue the refund, they wanted me to ship the returns to their customers and agree to not leave any feedback! so sketchy and weird abt it, i decided to just take the loss bc this is way too much trouble, good luck trying to return anything. also this is all amazon clothes very poor quality!!!! i would not recommend buying from this ship. i wish i read the reviews sooner","LISTED 2 HOURS AGO","1369 Shop Reviews. Rated 3.75 out of 5 stars.","25% OFF","In 10+ people's bags","99+","NULL","Cream","Knitted","Streetwear,"
"2023-12-03T22:46:47.88915Z","https:\/\/www.depop.com\/products\/leila_fogel-free-people-firecracker-flare-jeans\/","$150.00","Shop closed until mid December, do not buy!!
Free people firecracker flare jeans with red stars!
Never worn, brand new without tags
So so so cute\ud83d\ude01","Free People","Like new","Free People Women's Jeans","Size Other","78 sold","Active today","Wonderful seller, fast shipping. Would buy from again!","LISTED 19 HOURS AGO","63 Shop Reviews. Rated 4.95 out of 5 stars.","NULL","In 8 people's bags","99+","NULL","NULL","NULL","NULL"
"2023-12-04T13:14:00.573014Z","https:\/\/www.depop.com\/products\/barbie_slayyer-branded-for-exposure-handmade-lizzie-b78f\/","$60.00","NO PAYPAL
HANDMADE ELIZA SKIRT IN BLACK
Please refer to the size chart in the last slide to find your size
Please allow 1-2 week production time
Each skirt is handmade to order and take about 10-15 hours to complete
Introducing our Handmade Coquette crochet Lace Trim skirt, The soft, breathable fabric ensures comfort, while the intricate lace detailing shows simple elegance the skirt is curved longer in the back so no cheeks are showing.Classy bow detail on the side with a pink rosette on top and a stainless steel heart shaped locket pendant.Whether you\u2019re dressing up for a special occasion or adding a touch of luxury to your everyday look, our Handmade Coquette Lace Trim skirt is the perfect choice. Experience the artistry of handcrafted fashion and make a statement wherever you go. Fatal frame hachi nana y2k
#handmade #coquette #babydoll #lolita #lana

show more","NULL","Brand new","Women's Black and White Skirt","Multiple sizes","121 sold","Active today","Shipping was somewhat slow but that\u2019s excusable due to some set backs, the clothes smell really nice and they fit very well, seller did an amazing job and what I ordered looks adorable. So worth the wait!","LISTED 5 HOURS AGO","26 Shop Reviews. Rated 4.65 out of 5 stars.","60% OFF","In 4 people's bags","99+","NULL","Black","Coquette,","Modern"
"2023-12-01T16:37:09.941188Z","https:\/\/www.depop.com\/products\/littlemissminimalist-screen-printed-by-me-slightly\/","$40.00","made by me, slightly see through, boot cut fit, multiple sizes available (currently not accepting offers, the price is based off of the time it takes me to screen print these xo)
#whiteyogapants #graphic #screenprinted #y2k #2000s","NULL","Brand new","Women's Trousers","Size S","176 sold","Active today","Amazing seller, great communication and love the item! Thank you \ud83d\ude4f","LISTED 3 DAYS AGO","43 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 10+ people's bags","99+","NULL","NULL","NULL","NULL"
"2023-12-01T18:00:13.887739Z","https:\/\/www.depop.com\/products\/sushi_roosh-costal-bikini-shorts-white-5a9e\/","$58.00","Costal bikini shorts (white) + costal belt \ud83d\udc1a made by me <3
- handmade knit sheer micro shorts with lace detailing
- due to high demand, orders will take 2-3 weeks days to ship out! (Expedited option is available)

sizes xxs - xl available

DM BEFORE PURCHASE TO VERIFY SIZE AND AVAILABILITY

\u2b50\ufe0f USA STANDARD: FREE (4-6 days)
\u2b50\ufe0f USA EXPEDITED: $10 (1-2 days) - message before purchasing
\u2b50\ufe0f INTERNATIONAL: $11 (10-14 days)

@shop.sushiroosh on ig for updates

i consider this a high fashion trendy sheer lace summer outfit with subversive basic archive fashion and runway influences from my mom made it, anna sui & are you am i

#knitwear #lace #bikini #eurosummer #subversive crochet, detailing, dainty, open back, knit, ballet, handmade, rave, cutouts, balletcore, summer, sheer

MESSAGE TO LOSERS
please do not send lowball offers, it is insulting to the time & labor it takes me to produce each handmade garment, pls be mindful

show more","NULL","Brand new","Women's Cream and White Shorts","One size","72 sold","Active today","Wish i could rate higher!!! Amazing work and she made sure I got it by a certain day \ud83e\ude77\ud83e\udebd Angel seller. Can\u2019t thank yooou enough \u2b50\ufe0f","LISTED 3 DAYS AGO","19 Shop Reviews. Rated 5 out of 5 stars.","NULL","In 2 people's bags","99+","NULL","Cream","Boho,","Cottage,"
